nom_methode_dpe;version_methode_dpe;date_etablissement_dpe;consommation_energie;classe_consommation_energie;estimation_ges;classe_estimation_ges;annee_construction;surface_thermique_lot;latitude;longitude;tr001_modele_dpe_type_libelle;tr002_type_batiment_description;code_insee_commune_actualise;tv016_departement_code;geo_adresse;geo_score
MÇthode Facture;;11/04/2013;128;C;2;A;1947;95;;;Vente;Maison Individuelle;88110;88;;0
MÇthode 3CL;3CL-DPE, version 1.3;12/04/2013;343;F;18;C;1960;69,56;;;Vente;Logement;07130;07;;0
MÇthode Facture;;15/04/2013;227;D;53;E;1947;52;;;Vente;Logement;54000;54;;0
MÇthode 3CL;3CL-DPE, version 1.3;16/04/2013;570;G;35;D;1948;52;48,739436;0,389092;Vente;Maison Individuelle;61150;61;8 Rue des Jardins 61370 êchauffour;0,44
3CL - DPE;V2012;15/04/2013;290,32;E;54,57;E;1972;151;46,542327;0,288261;Vente;Maison Individuelle;86088;86;La Berlandrie 86240 Croutelle;0,32
MÇthode 3CL;3CL-DPE, version 1.3;15/04/2013;479;G;25;D;1948;118,25;;;Vente;Maison Individuelle;84400;84;;0
MÇthode Facture;;03/05/2013;313;E;73;F;1947;60;;;Location;Logement;73300;73;;0
3CL - DPE;V2012;09/04/2013;318,57;E;74,55;F;1970;75,93;45,434006;4,41554;Vente;Logement;42218;42;146 rue de la richelandiäre 42100 Saint-êtienne;0,98
3CL - DPE;V2012;16/04/2013;443,48;F;103,78;G;1953;98;;;Vente;Maison Individuelle;87030;87;;0
3CL - DPE;V2012;10/05/2013;477,58;G;122,91;G;1974;76,43;;;Location;Maison Individuelle;12043;12;;0
MÇthode 3CL;3CL-DPE, version 1.3;20/04/2013;631;G;38;E;1978;44;;;Vente;Logement;05600;05;;0
3CL;3CL-DPE, version 1.3;10/04/2013;117;C;27;D;1948;95;;;Location;Logement;69470;69;;0
MÇthode 3CL;3CL-DPE, version 1.3;16/04/2013;448;F;57;F;1948;92;;;Vente;Maison Individuelle;32190;32;;0
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;226;D;10;B;2006;90;;;Vente;Maison Individuelle;24200;24;;0
MÇthode 3CL;3CL-DPE, version 1.3;15/04/2013;195;D;9;B;1989;35;;;Vente;Maison Individuelle;11430;11;;0
MÇthode Facture;;11/04/2013;196;D;36;E;1947;154;;;Vente;Maison Individuelle;80300;80;;0
TROIS_CL_DPE;VERSION_2012;22/04/2013;166,83;D;39,03;E;2008;106;49,178294;1,336151;Location;Maison Individuelle;27022;27;14 Rue de Verdun 27940 Le Val d'Hazey;0,46
3CL - DPE;V2012;13/04/2013;210,37;D;10,01;B;2007;82;48,838817;2,509028;Vente;Logement;94058;94;82 Avenue du GÇnÇral de Gaulle 94170 Le Perreux-sur-Marne;0,98
3CL - DPE;V2012;07/05/2013;201,16;D;45,34;E;1974;201;;;Vente;Maison Individuelle;46241;46;;0
3CL - DPE;V2012;10/04/2013;251,07;E;58,75;F;1965;61,8;49,748808;0,459173;Vente;Logement;76183;76;Rue de la Gare 76400 Colleville;0,41
MÇthode Facture;;17/04/2013;0;N;0;N;1947;68;49,335826;5,116506;Vente;Maison Individuelle;55140;55;4 Rue de la Fontaine 55110 Cunel;0,3
MÇthode 3CL;3CL-DPE, version 1.3;18/04/2013;179;D;8;B;2006;95;43,662641;-0,804209;Location;Maison Individuelle;40090;40;Route de Biarnäs 40360 Donzacq;0,44
MÇthode Facture;;18/04/2013;0;N;0;N;1947;76;;;Vente;Maison Individuelle;71130;71;;0
MÇthode Facture;;03/05/2013;0;N;0;N;1947;60;;;Vente;Maison Individuelle;08000;08;;0
MÇthode 3CL;3CL-DPE, version 1.3;24/04/2013;300;E;16;C;1978;98;48,640368;4,688924;Vente;Maison Individuelle;51300;51;17 Grande Rue 51290 Isle-sur-Marne;0,31
MÇthode Facture;;07/05/2013;0;N;0;N;1947;75;;;Vente;Maison Individuelle;48250;48;;0
MÇthode 3CL;3CL-DPE, version 1.3;19/04/2013;279;E;3;A;1948;173;;;Vente;Maison Individuelle;07400;07;;0
3CL - DPE;V2012;25/04/2013;0;N;0;N;1800;77,32;;;Vente;Maison Individuelle;18014;18;;0
3CL - DPE;V2012;09/04/2013;129,95;C;30,41;D;1961;52,71;43,085475;6,107946;Vente;Logement;83034;83;6 Avenue des Alouettes 83320 Carqueiranne;0,96
MÇthode 3CL;3CL-DPE, version 1.3;23/04/2013;189;D;7;B;2001;50,52;;;Vente;Logement;21000;21;;0
MÇthode 3CL;3CL-DPE, version 1.3;15/04/2013;289;E;86;G;1978;89;47,778949;7,281457;Vente;Maison Individuelle;68270;68;5 Rue Deck 68120 Richwiller;0,46
MÇthode 3CL;3CL-DPE, version 1.3;06/05/2013;138;C;32;D;7000;94,73;;;Location;Logement;20000;2A;;0
MÇthode 3CL;3CL-DPE, version 1.3;21/05/2013;269;E;63;F;1948;108;;;Vente;Maison Individuelle;15000;15;;0
MÇthode 3CL;3CL-DPE, version 1.3;11/04/2013;63;B;14;C;2006;95,45;;;Location;Logement;06270;06;;0
3CL - DPE;V2012;13/04/2013;375,22;F;50,22;E;1962;90;;;Vente;Maison Individuelle;88002;88;;0
MÇthode Facture;;12/04/2013;204;D;31;D;1947;147;;;Vente;Maison Individuelle;36160;36;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/04/2013;181;D;9;B;2006;72;;;Vente;Logement;30420;30;;0
3CL - DPE;V2012;02/05/2013;149,26;C;7,26;B;1991;124;;;Vente;Maison Individuelle;47017;47;;0
3CL - DPE;V2012;23/04/2013;373,3;F;19,83;C;1949;48;;;Vente;Logement;2304;02;;0
3CL - DPE;V2012;15/04/2013;324,64;E;18,68;C;1974;56,08;;;Vente;Maison Individuelle;001;54;;0
FACTURE - DPE;V2012;09/04/2013;28,26;A;6,61;B;2006;87,5;45,631007;0,165321;Neuf;Maison Individuelle;16015;16;Hameau des Rossignols 16000 Angoulàme;0,85
3CL - DPE;V2012;12/04/2013;0;N;0;N;1920;42;45,444782;3,287929;Vente;Maison Individuelle;63031;63;Rue des Combes 63570 Beaulieu;0,94
3CL - DPE;V2012;03/05/2013;212;D;11;C;2005;91;;;Vente;Maison Individuelle;02198;58;;0
MÇthode 3CL;3CL-DPE, version 1.3;19/04/2013;154;D;36;E;1948;168;;;Vente;Maison Individuelle;72000;72;;0
3CL - DPE;V2012;12/04/2013;250,75;E;58,68;F;1930;118,6;50,52898;2,628449;Vente;Maison Individuelle;62119;62;120 Rue de Fouquereuil 62400 BÇthune;0,97
3CL;3CL-DPE, version 1.3;09/04/2013;437;F;42;E;1948;43,86;;;Location;Logement;34080;34;;0
MÇthode 3CL;3CL-DPE, version 1.3;02/05/2013;343;F;103;G;1948;95;46,488393;-0,704099;Vente;Maison Individuelle;85170;85;le pre bouton 85240 Foussais-PayrÇ;0,35
3CL - DPE;V2012;12/04/2013;185,9;D;3,54;A;1949;136,58;45,76274;-1,148453;Vente;Maison Individuelle;17452;17;55 Rue Bouffard 17390 La Tremblade;0,63
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;246;E;14;C;2006;103,38;48,212424;4,090748;Vente;Maison Individuelle;10260;10;22 Rue des Clos 10800 Moussey;0,47
MÇthode Facture;;12/04/2013;157;D;4;A;1947;104,2;;;Vente;Logement;95170;95;;0
MÇthode 3CL;3CL-DPE, version 1.3;15/04/2013;315;E;18;C;1983;65,94;;;Location;Logement;90000;90;;0
FACTURE;VERSION_2012;11/04/2013;104,95;C;1,62;A;1900;54;48,989215;3,166539;Location;Logement;77078;77;Rue de Vaux 77260 Chamigny;0,33
3CL - DPE;V2012;04/04/2013;329,24;E;18,54;C;2008;91,64;45,402784;3,311751;Vente;Maison Individuelle;43185;43;3 Impasse Marielle et Elvire Barbier 43250 Sainte-Florine;0,45
FACTURE;VERSION_2012;01/05/2013;410,77;F;13,37;C;1947;70;48,705241;-3,390831;Vente;Maison Individuelle;22030;22;Runangoff 22300 Caouânnec-LanvÇzÇac;0,44
TROIS_CL_DPE;VERSION_2012;23/04/2013;678,34;G;36,63;E;1966;92;46,254799;1,803758;Vente;Maison Individuelle;23036;23;1 peurousseau 23320 Bussiäre-Dunoise;0,34
3CL - DPE;V2012;11/04/2013;112,31;C;33,69;D;1900;133,07;;;Vente;Maison Individuelle;37047;37;;0
3CL;3CL-DPE, version 1.3;12/04/2013;210;D;12;C;1981;94,32;43,743835;4,792798;Vente;Maison Individuelle;13011;13;chemin des jardins 13520 Les Baux-de-Provence;0,34
MÇthode Facture;;19/04/2013;255;E;59;F;1947;53,1;;;Vente;Logement;64200;64;;0
3CL - DPE;V2012;10/04/2013;398,09;F;86,58;G;1963;71,5;46,823742;-0,660334;Vente;Maison Individuelle;79062;79;1 Rue Bir Hakeim 79140 Cerizay;0,72
MÇthode Facture;;05/04/2013;217;D;65;F;1;50,46;;;Vente;Logement;38270;38;;0
MÇthode Facture;;24/04/2013;192;D;2;A;1947;250;46,128443;3,325279;Vente;Maison Individuelle;03110;03;12 Route de Vendat 03110 Espinasse-Vozelle;0,46
MÇthode 3CL;3CL-DPE, version 1.3;19/04/2013;260;E;54;E;1948;85;48,118835;-0,711707;Location;Maison Individuelle;53140;53;19 Rue des Vallons 53950 LouvernÇ;0,39
3CL - DPE;V2012;17/04/2013;302,14;E;15,89;C;1983;59;48,271844;7,400608;Vente;Logement;67073;67;13 Rue Clemenceau 67730 ChÉtenois;0,96
MÇthode 3CL;3CL-DPE, version 1.3;19/04/2013;621;G;38;E;1948;86;47,404658;-0,921175;Vente;Maison Individuelle;49160;49;Rue du Champ de Foire 49123 Ingrandes-Le Fresne sur Loire;0,45
TROIS_CL_DPE;VERSION_2012;12/04/2013;292,08;E;87,62;G;1960;152,8;;;Vente;Maison Individuelle;57048;57;;0
3CL;3CL-DPE, version 1.3;09/04/2013;221;D;11;C;2001;49,41;;;Vente;Logement;31300;31;;0
3CL;3CL-DPE, version 1.3;14/04/2013;287;E;15;C;1989;95;;;Vente;Maison Individuelle;14790;14;;0
MÇthode Facture;;06/05/2013;360;F;6;B;1947;113;48,052954;5,588893;Vente;Maison Individuelle;52320;52;Rue de la Grande Violette 52240 Merrey;0,33
MÇthode 3CL;3CL-DPE, version 1.3;15/04/2013;285;E;85;G;1948;140;;;Vente;Maison Individuelle;50690;50;;0
3CL - DPE;V2012;15/04/2013;200,64;D;60,19;F;1974;164,67;47,496315;1,114038;Vente;Maison Individuelle;41137;41;22 Route de la Griveliäre 41150 Mesland;0,77
3CL;Version 1.3;08/04/2013;319,91;E;18,2;C;1976;102,38;48,3731394;6,9259729;Vente;Maison Individuelle;63000;01;Chemin de la Bruyäre Moyenmoutier;0,76
3CL;3CL-DPE, version 1.3;10/04/2013;160;D;7;B;2006;127,88;;;Vente;Maison Individuelle;33650;33;;0
3CL;3CL-DPE, version 1.3;11/04/2013;507;G;27;D;1975;20,9;;;Vente;Logement;74110;74;;0
MÇthode 3CL;3CL-DPE, version 1.3;16/04/2013;345;F;19;C;1989;27,5;;;Location;Logement;91430;91;;0
FACTURE;VERSION_2012;12/04/2013;261,42;E;0;A;1970;8,75;48,81497;2,137595;Vente;Logement;78646;78;9 Rue Mansart 78000 Versailles;0,97
MÇthode Facture;;16/05/2013;122;C;3;A;1947;58;45,349488;1,638347;Vente;Logement;19100;19;26 Rue Hortense Martin 19700 Lagrauliäre;0,45
3CL;3CL-DPE, version 1.3;10/04/2013;355;F;80;F;1948;65;;;Vente;Maison Individuelle;56870;56;;0
MÇthode 3CL;3CL-DPE, version 1.3;15/04/2013;380;F;21;D;1948;77;48,538401;1,153282;Vente;Maison Individuelle;28130;28;18 Rue de Milleschamps 28250 Digny;0,43
3CL;Version 1.3;17/04/2013;182,63;D;42,74;E;1978;69,56;;;Location;Logement;63000;92;;0
TROIS_CL_DPE;VERSION_2012;15/04/2013;319,72;E;17,91;C;2004;43,04;;;Location;Logement;45006;45;;0
3CL - DPE;V2012;23/04/2013;224,98;D;12,56;C;1947;128;47,62985;6,649898;Vente;Maison Individuelle;70064;70;4 Route de Courmont 70400 Belverne;0,4
MÇthode 3CL;3CL-DPE, version 1.3;02/05/2013;638;G;168;G;1948;90;;;Vente;Maison Individuelle;25200;25;;0
3CL - DPE;V2012;04/05/2013;262,83;E;10,11;B;1975;88;46,872955;5,434772;Vente;Maison Individuelle;39472;39;1 Chemin de la Louvaire 39230 Rye;0,93
FACTURE;VERSION_2012;16/04/2013;238,69;E;55,85;E;1930;81;48,959346;2,351943;Vente;Maison Individuelle;93079;93;40 Rue Gabriel PÇri 93430 Villetaneuse;0,97
TROIS_CL_DPE;VERSION_2012;23/04/2013;240,53;E;53,8;E;1968;96,74;47,856283;-4,038611;Vente;Maison Individuelle;29058;29;15 Chemin de MÇnez Rouz 29170 Fouesnant;0,66
MÇthode 3CL;3CL-DPE, version 1.3;18/04/2013;209;D;49;E;1948;103,89;;;Vente;Maison Individuelle;26800;26;;0
3CL - DPE;V2012;15/04/2013;646,25;G;40,7;E;1956;88,7;;;Vente;Maison Individuelle;65360;65;;0
MÇthode 3CL;3CL-DPE, version 1.3;11/05/2013;123;C;28;D;1989;131,79;;;Vente;Maison Individuelle;;09;;0
3CL - DPE;V2012;04/04/2013;0;N;0;N;1900;65;42,568255;2,32296;Vente;Maison Individuelle;66193;66;45 Rue du Sola 66360 Serdinya;0,74
MÇthode Facture;;11/04/2013;324;E;75;F;1947;54,89;;;Vente;Logement;75012;75;;0
MÇthode 3CL;3CL-DPE, version 1.3;02/05/2013;161;D;37;E;1948;142,44;;;Vente;Maison Individuelle;81000;81;;0
3CL - DPE;V2012;24/04/2013;234,65;E;4,47;A;1999;99,86;44,033073;1,354823;Vente;Maison Individuelle;82121;82;990 Avenue de Falguiäres 82000 Montauban;0,98
MÇthode 3CL;3CL-DPE, version 1.3;16/05/2013;130;C;5;A;2006;129,59;;;Vente;Maison Individuelle;20233;2B;;0
MÇthode Facture;;16/04/2013;568;G;155;G;1947;70;;;Vente;Maison Individuelle;89420;89;;0
MÇthode 3CL;3CL-DPE, version 1.3;10/05/2013;571;G;34;D;1983;57;43,7679617;1,4480438;Vente;Maison Individuelle;04500;04;Chemin de Sainte-Croix Gargas;0,91
MÇthode 3CL;3CL-DPE, version 1.3;19/04/2013;272;E;16;C;1948;150;;;Vente;Maison Individuelle;60000;60;;0
Facture;facture;12/04/2013;0;N;0;N;1948;30;48,188557;-1,227916;Vente;Maison Individuelle;35330;35;La Gillouardais 35500 Taillis;0,43
MÇthode 3CL;3CL-DPE, version 1.3;16/04/2013;137;C;32;D;1983;159;;;Vente;Maison Individuelle;59930;59;;0
3CL - DPE;V2012;11/04/2013;319,73;E;17,31;C;2002;82,2;47,27738;-1,288159;Vente;Maison Individuelle;44008;44;3 Rue Sainte-anne 44450 Divatte-sur-Loire;0,96
MÇthode Facture;;21/05/2013;202;D;29;D;1947;80;;;Vente;Logement;15000;15;;0
3CL - DPE;V2012;13/04/2013;288,31;E;61,44;F;1960;90;48,287122;6,470653;Location;Maison Individuelle;88143;88;1 Rue de Derriere la Ville 88330 Domävre-sur-Durbion;0,94
3CL;3CL-DPE, version 1.3;09/04/2013;80;B;2;A;2001;148;;;Vente;Maison Individuelle;83470;83;;0
MÇthode Facture;;15/04/2013;196;D;45;E;1;15,12;;;Vente;Logement;35700;35;;0
3CL - DPE;V2012;07/05/2013;288;E;67;F;1975;70;47,091124;5,485025;Location;Logement;39198;39;38 Avenue Georges Pompidou 39100 Dole;0,97
MÇthode Facture;;19/04/2013;253;E;58;F;1;67;;;Vente;Logement;26780;26;;0
3CL - DPE;V2012;20/05/2013;229,25;D;9,68;B;2000;44,69;42,598152;8,82427;Vente;Logement;20150;2B;cocody village 20260 Lumio;0,38
3CL;Version 1.3;05/04/2013;148,09;C;34,65;D;2004;114,8;;;Vente;Maison Individuelle;63000;01;;0
MÇthode 3CL;3CL-DPE, version 1.3;16/04/2013;502;G;123;G;1975;77,93;48,299578;2,405808;Vente;Maison Individuelle;45190;45;Rue Jean Rostand 45330 Le Malesherbois;0,34
MÇthode Facture;;15/04/2013;307;E;10;B;1947;119,6;;;Vente;Logement;30160;30;;0
MÇthode Facture;;17/04/2013;173;D;5;A;1947;301;;;Vente;Maison Individuelle;28700;28;;0
MÇthode 3CL;3CL-DPE, version 1.3;19/04/2013;201;D;6;B;2005;80;43,656309;-0,805272;Vente;Maison Individuelle;40090;40;Rue de l'Eglise 40360 Donzacq;0,37
MÇthode Facture;;19/04/2013;378;F;38;E;1947;89;;;Vente;Maison Individuelle;71430;71;;0
TROIS_CL_DPE;VERSION_2012;19/04/2013;214,15;D;11,87;C;1999;140;47,468698;-0,519446;Vente;Maison Individuelle;49007;49;2 Rue du Hanipet 49100 Angers;0,37
MÇthode Facture;;13/04/2013;294;E;68;F;1947;72,47;;;Location;Logement;06600;06;;0
MÇthode Facture;;03/05/2013;0;N;0;N;1947;35;;;Location;Logement;10000;10;;0
3CL - DPE;V2012;15/04/2013;318,17;E;18,23;C;1974;56,08;;;Vente;Maison Individuelle;001;54;;0
3CL - DPE;V2012;24/04/2013;360,96;F;21,19;D;1978;89,13;45,423026;3,324242;Vente;Maison Individuelle;63050;63;5 Rue des Rivaux 63570 Brassac-les-Mines;0,95
3CL - DPE;V2012;13/04/2013;581,05;G;32,93;D;1950;31,68;47,761143;-3,384344;Location;Logement;56121;56;3 Rue êmile Chartier dit Alain 56100 Lorient;0,65
MÇthode 3CL;3CL-DPE, version 1.3;11/04/2013;226;D;8;B;2006;105;45,376468;5,543209;Vente;Maison Individuelle;38270;38;Lotissement le Mas de la Murette 38140 La Murette;0,35
FACTURE;VERSION_2012;16/04/2013;238,69;E;55,85;E;1930;81;48,959346;2,351943;Vente;Maison Individuelle;93079;93;40 Rue Gabriel PÇri 93430 Villetaneuse;0,97
MÇthode 3CL;3CL-DPE, version 1.3;06/05/2013;217;D;65;F;1978;185;48,025374;3,224374;Vente;Maison Individuelle;89440;89;5 Rue des Chenes 89330 Verlin;0,38
3CL - DPE;V2012;15/04/2013;282,52;E;66,11;F;1850;132;47,733096;6,781353;Vente;Maison Individuelle;90005;90;4 Rue du GÇnÇral de Gaulle 90200 Auxelles-Bas;0,38
MÇthode Facture;;17/05/2013;239;E;38;E;1947;104;;;Vente;Maison Individuelle;19100;19;;0
TROIS_CL_DPE;VERSION_2012;15/04/2013;298,79;E;14,17;C;1995;32;;;Vente;Logement;77150;77;;0
MÇthode 3CL;3CL-DPE, version 1.3;19/04/2013;300;E;70;F;1948;66,78;;;Vente;Logement;68000;68;;0
MÇthode Facture;;10/04/2013;159;D;37;E;1947;65,73;;;Vente;Maison Individuelle;36100;36;;0
MÇthode Facture;;24/04/2013;160;D;37;E;1947;116,5;;;Vente;Maison Individuelle;42370;42;;0
3CL - DPE;V2012;06/05/2013;241,63;E;54,63;E;1974;142,44;;;Vente;Maison Individuelle;24074;24;;0
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;509;G;136;G;1948;140;;;Vente;Maison Individuelle;48300;48;;0
MÇthode 3CL;3CL-DPE, version 1.3;15/04/2013;293;E;16;C;2006;100;;;Vente;Maison Individuelle;76910;76;;0
TROIS_CL_DPE;VERSION_2012;23/04/2013;397,75;F;22,87;D;1966;75;;;Location;Maison Individuelle;23060;23;;0
3CL;3CL-DPE, version 1.3;12/04/2013;89;B;4;A;1989;319,45;46,249416;6,474684;Vente;Maison Individuelle;74140;74;Chemin de la Linget 74420 Habäre-Poche;0,51
MÇthode 3CL;3CL-DPE, version 1.3;05/04/2013;392;F;117;G;1948;70;;;Vente;Maison Individuelle;91360;91;;0
MÇthode 3CL;3CL-DPE, version 1.3;10/05/2013;75;B;17;C;1992;140;;;Vente;Maison Individuelle;04160;04;;0
MÇthode Facture;;29/04/2013;127;C;24;D;1947;152;46,527644;-0,668654;Vente;Maison Individuelle;85170;85;la menaudiäre 85240 Foussais-PayrÇ;0,52
3CL - DPE;V2012;23/04/2013;225,35;D;44,28;E;1975;77;48,172515;-0,067188;Location;Maison Individuelle;72109;72;Lieu Dit le Boulay 72140 CrissÇ;0,47
3CL - DPE;V2012;12/04/2013;220,11;D;10,93;B;1989;87;43,659462;4,005961;Vente;Maison Individuelle;34022;34;2 Rue Edouard Manet 34670 Baillargues;0,96
3CL - DPE;V2012;24/04/2013;169,12;D;37,84;E;1949;86;;;Vente;Logement;2304;02;;0
3CL - DPE;V2012;03/05/2013;233,33;E;54,6;E;1987;99,34;45,652314;5,892085;Vente;Maison Individuelle;73328;73;168 Rue du colonel bachetta 73420 Viviers-du-Lac;0,95
MÇthode Facture;;22/04/2013;159;D;33;D;1947;114,7;45,0837488;2,750937;Vente;Maison Individuelle;53950;53;Gare (Pont) Laveissiäre;0,31
3CL - DPE;V2012;12/04/2013;229,87;D;10,96;B;2010;71,5;47,258808;-1,519143;Location;Logement;44109;44;2 Route de Carquefou 44300 Nantes;0,98
MÇthode 3CL;3CL-DPE, version 1.3;18/04/2013;136;C;31;D;2001;79,42;;;Vente;Logement;67960;67;;0
MÇthode Facture;;09/04/2013;153;D;36;E;1947;88;;;Vente;Maison Individuelle;59300;59;;0
3CL;3CL-DPE, version 1.3;11/04/2013;203;D;9;B;1989;128;;;Location;Maison Individuelle;69730;69;;0
MÇthode Facture;;17/04/2013;0;N;0;N;1947;16;;;Vente;Logement;14360;14;;0
MÇthode 3CL;3CL-DPE, version 1.3;11/04/2013;428;F;102;G;1948;75;;;Vente;Maison Individuelle;60000;60;;0
MÇthode 3CL;3CL-DPE, version 1.3;06/05/2013;348;F;81;G;1948;41,15;44,7508103;5,3728951;Location;Logement;09300;09;Avenue MarÇchal Leclerc (Pont) Die;0,72
TROIS_CL_DPE;VERSION_2012;18/04/2013;212,59;D;14,83;C;2013;47,5;49,104397;6,592339;Location;Logement;57047;57;23 Rue Pierre Klein 57690 Bambiderstroff;0,95
MÇthode 3CL;3CL-DPE, version 1.3;05/05/2013;245;E;57;F;1948;35;;;Location;Logement;81000;81;;0
MÇthode 3CL;3CL-DPE, version 1.3;21/04/2013;636;G;134;G;1948;64,13;50,543146;2,737319;Vente;Maison Individuelle;62330;62;129 Rue de Lille 62149 Festubert;0,36
MÇthode 3CL;3CL-DPE, version 1.3;14/04/2013;199;D;46;E;1948;88,55;;;Vente;Logement;13190;13;;0
3CL - DPE;V2012;10/05/2013;477,58;G;122,91;G;1974;76,43;;;Location;Maison Individuelle;12043;12;;0
3CL - DPE;V2012;19/04/2013;212,95;D;9,92;B;1965;65,65;43,296655;-0,366826;Location;Logement;64445;64;7 rue marÇchal Foch 64000 Pau;0,84
TROIS_CL_DPE;VERSION_2012;01/05/2013;224,24;D;10,43;B;1978;77,34;48,704041;-3,37482;Vente;Maison Individuelle;22030;22;7 Rue de la Mairie 22300 Caouânnec-LanvÇzÇac;0,37
MÇthode Facture;;06/05/2013;348;F;11;C;1947;47;48,279839;4,971269;Vente;Logement;52100;52;22 Rue de l?Eglise (Blaise) 52330 Colombey les Deux êglises;0,33
MÇthode 3CL;3CL-DPE, version 1.3;07/05/2013;361;F;19;C;1948;54,87;;;Location;Logement;20137;2A;;0
3CL - DPE;V2012;11/04/2013;0;N;0;N;1900;75;46,162162;-1,14895;Vente;Logement;17300;17;4 Rue des Cloutiers 17000 La Rochelle;0,97
3CL - DPE;V2012;23/04/2013;280,3;E;13,11;C;1982;85,39;47,897777;-3,440246;Vente;Maison Individuelle;29002;29;Kerouarn 29300 Arzano;0,54
MÇthode 3CL;3CL-DPE, version 1.3;09/04/2013;212;D;9;B;2001;60,05;;;Location;Logement;80000;80;;0
FACTURE - DPE;V2012;18/04/2013;489,93;G;114,64;G;1974;81,71;48,898433;2,24025;Vente;Logement;92026;92;48 Boulevard de la Mission Marchand 92400 Courbevoie;0,97
3CL - DPE;V2012;27/04/2013;169,82;D;39,74;E;1947;150;47,631219;6,653056;Vente;Maison Individuelle;70064;70;7 Grande Rue 70400 Belverne;0,34
3CL - DPE;V2012;12/04/2013;293,51;E;13,15;C;1949;44;46,631947;-0,576437;Location;Maison Individuelle;79001;79;10 Rue de la Poste 79240 L'Absie;0,34
3CL;Version 1.3;15/04/2013;70,51;B;3,95;A;2009;203,39;;;Vente;Maison Individuelle;63000;78;;0
FACTURE - DPE;V2012;09/04/2013;28,32;A;6,63;B;2006;87,5;45,631007;0,165321;Neuf;Maison Individuelle;16015;16;Hameau des Rossignols 16000 Angoulàme;0,85
MÇthode 3CL;3CL-DPE, version 1.3;25/04/2013;260;E;60;F;1948;51;;;Location;Logement;21000;21;;0
MÇthode 3CL;3CL-DPE, version 1.3;15/04/2013;153;D;46;E;1975;130,21;;;Vente;Maison Individuelle;86800;86;;0
MÇthode 3CL;3CL-DPE, version 1.3;19/04/2013;278;E;14;C;1989;63,75;;;Vente;Logement;05200;05;;0
TROIS_CL_DPE;VERSION_2012;19/04/2013;208,37;D;10,65;B;1985;100;43,697005;0,081782;Vente;Maison Individuelle;32001;32;Impasse des Ecoles 32290 Aignan;0,3
MÇthode 3CL;3CL-DPE, version 1.3;23/04/2013;353;F;105;G;1948;77;48,849835;5,369008;Vente;Maison Individuelle;55210;55;Rue de la Graviere 55260 GimÇcourt;0,3
MÇthode 3CL;3CL-DPE, version 1.3;15/04/2013;195;D;9;B;1989;35;;;Vente;Maison Individuelle;11430;11;;0
MÇthode Facture;;02/05/2013;0;N;0;N;1947;80,7;47,2731534;6,004642;Vente;Maison Individuelle;25000;25;Chemin de Valentin Besanáon;0,78
MÇthode 3CL;3CL-DPE, version 1.3;16/04/2013;112;C;33;D;1948;202,97;;;Vente;Maison Individuelle;84400;84;;0
MÇthode Facture;;16/04/2013;431;F;12;C;1;70,8;;;Location;Logement;03000;03;;0
3CL - DPE;V2012;06/05/2013;170,72;D;39,95;E;2000;54,52;46,827491;3,462544;CopropriÇtÇ;Logement;58095;58;18 Rue Paul Bert 58300 Decize;0,96
3CL;3CL-DPE, version 1.3;09/04/2013;166;D;8;B;1989;85;43,278813;1,630148;Location;Maison Individuelle;31100;31;Avenue de Saverdun 31560 Calmont;0,37
3CL - DPE;V2012;07/05/2013;97,52;C;4,01;A;2005;89;;;Vente;Maison Individuelle;46047;46;;0
3CL - DPE;V2012;26/04/2013;215,33;D;10,53;B;1998;86,43;47,30395;2,462521;Vente;Maison Individuelle;18001;18;Les Loges 18250 Achäres;0,36
MÇthode 3CL;3CL-DPE, version 1.3;19/04/2013;341;F;4;A;1948;116;;;Vente;Maison Individuelle;07400;07;;0
MÇthode 3CL;3CL-DPE, version 1.3;16/04/2013;129;C;30;D;1989;125;49,243658;-1,316983;Vente;Maison Individuelle;50470;50;36 Les Forges 50500 Terre-et-Marais;0,31
FACTURE;VERSION_2012;12/04/2013;377,68;F;12,29;C;1850;38,9;48,848469;2,374087;Vente;Logement;75112;75;55 Rue Traversiäre 75012 Paris;0,98
3CL - DPE;V2012;02/04/2013;213,11;D;6,94;B;1900;123;45,337949;3,732014;Vente;Maison Individuelle;43128;43;Le Bourg 43160 Malviäres;0,94
3CL;3CL-DPE, version 1.3;09/04/2013;383;F;19;C;1948;31,88;;;Location;Maison Individuelle;33850;33;;0
FACTURE - DPE;V2012;02/05/2013;197,67;D;23,02;D;1948;284;44,056062;0,258801;Vente;Maison Individuelle;47167;47;2 boulevard Armand Falliäres 47170 MÇzin;0,95
MÇthode 3CL;3CL-DPE, version 1.3;11/04/2013;218;D;51;E;1948;67,38;;;Vente;Logement;95170;95;;0
MÇthode 3CL;3CL-DPE, version 1.3;16/04/2013;268;E;14;C;2001;96,4;;;Location;Maison Individuelle;87110;87;;0
MÇthode Facture;;08/04/2013;413;F;96;G;1;26;;;Location;Logement;37000;37;;0
